Age,Gender,Occupation,Employment Type,Education,Annual Income,Monthly Income,Monthly Expenses,Credit Score,Loan Amount,Existing Loans,Debt Ratio,Years of Employment,Marital Status,Residence Type,Dependents,Bank Balance,Savings,Investment,Loan History,Credit History,Approval Status
24,Female,Student,Part-time,High School,9488,790.67,584.93,550,2651,2,1.7291,0.0,Single,Rented,1,1506.0,788,207,Bad,Bad,Rejected
21,Male,Student,Part-time,Bachelor,13154,1096.17,890.43,713,3361,1,1.071,0.0,Single,Mortgaged,0,4103.0,2428,1884,None,None,Rejected
28,Female,Accountant,Full-time,Bachelor,65013,5417.75,2056.75,468,19133,1,0.4316,0.9,Married,Mortgaged,2,6777.0,2817,4121,None,Bad,Rejected
49,Male,Sales Executive,Self-employed,Bachelor,61032,5086.0,2113.59,362,9192,1,0.4631,12.4,Divorced,Rented,2,42601.0,31237,3532,Bad,Bad,Rejected
75,Male,Retired,Unemployed,Bachelor,34338,2861.5,1430.65,714,3749,0,0.5,0.0,Married,Mortgaged,2,5061.0,3613,4738,Good,Good,Approved
59,Female,Student,Full-time,Master,14407,1200.58,870.43,788,10837,0,0.725,6.5,Single,With Parents,2,3597.0,1152,612,Good,Good,Approved
23,Female,Nurse,Self-employed,PhD,111759,9313.25,4937.87,575,35706,1,0.5504,0.5,Married,Owned,1,17333.0,9090,18787,Bad,Bad,Rejected
52,Male,Accountant,Full-time,High School,38792,3232.67,915.25,401,12317,4,0.5816,20.0,Single,Owned,0,2829.0,2164,2297,None,Bad,Rejected
30,Female,Software Engineer,Full-time,High School,43172,3597.67,1584.31,717,18490,0,,2.5,Divorced,Rented,1,2278.0,1582,10355,Bad,Good,Approved
30,Male,Accountant,Full-time,High School,40740,3395.0,1533.6,742,7897,0,0.4517,1.3,Divorced,With Parents,1,15939.0,9139,7736,Good,Good,Approved
39,Female,Self-Employed,Full-time,Master,75331,6277.58,2849.79,687,42437,0,0.454,8.3,Married,Owned,1,7812.0,4178,16123,Good,Good,Approved
66,Male,Retired,Unemployed,Bachelor,21901,1825.08,601.56,604,5740,1,0.5011,0.0,Divorced,Rented,0,7371.0,4711,262,Bad,None,Rejected
54,Female,Software Engineer,Part-time,Bachelor,69559,5796.58,2023.61,748,20974,0,0.3491,17.4,Married,Owned,3,15137.0,9370,5553,Good,Good,Approved
53,Male,Accountant,Self-employed,Bachelor,46840,3903.33,1618.33,750,5746,5,0.6139,0.8,Divorced,Mortgaged,0,12824.0,9656,3927,None,Good,Approved
43,Female,Sales Executive,Full-time,Bachelor,75533,6294.42,1950.49,458,4210,0,0.3099,13.9,Married,Mortgaged,0,18111.0,14416,7959,Bad,Good,Rejected
75,Female,Accountant,Full-time,Bachelor,71153,5929.42,1518.48,816,32697,0,0.2561,12.5,Single,Rented,3,44197.0,17139,14987,Good,Good,Approved
48,Female,Nurse,Full-time,Bachelor,57532,4794.33,2007.11,429,4040,0,0.4186,,Married,Rented,2,518.0,326,1317,Bad,Bad,Rejected
52,Female,Teacher,Part-time,Bachelor,73335,6111.25,2380.84,644,18083,2,0.4933,25.9,Married,Mortgaged,0,46282.0,29376,13659,Good,Good,Approved
70,Female,Sales Executive,Full-time,PhD,104736,8728.0,3901.58,670,78202,0,0.447,22.3,Single,Owned,3,9914.0,7603,11894,None,None,Approved
27,Male,Accountant,Full-time,Master,94369,7864.08,2312.12,351,7455,0,0.294,3.4,Divorced,Mortgaged,0,4956.0,2744,8571,Bad,Bad,Rejected
49,Male,Sales Executive,Full-time,Master,83488,6957.33,3494.51,555,25343,0,0.5023,,Married,Rented,2,,2278,4326,Bad,Bad,Rejected
28,Female,Teacher,Contract,Bachelor,63830,5319.17,1563.13,667,38845,1,0.3492,1.1,Married,Rented,1,28290.0,9429,5271,Good,None,Approved
21,Male,Student,Contract,Bachelor,10365,863.75,701.69,674,7452,0,0.8124,0.1,Single,Rented,1,3431.0,1211,1339,Good,Good,Approved
75,Female,Retired,Unemployed,Bachelor,24808,2067.33,857.82,644,3283,1,0.5088,0.0,Married,Rented,2,1884.0,1080,4391,Good,Good,Approved
23,Other,Student,Part-time,Master,12979,1081.58,838.2,524,2000,0,0.775,0.0,Single,Mortgaged,0,601.0,339,469,Good,Bad,Rejected
44,Male,Teacher,Contract,High School,38700,3225.0,982.17,373,7188,3,0.6086,4.4,Married,With Parents,0,6227.0,3420,2958,Bad,None,Rejected
43,Female,Software Engineer,Contract,Bachelor,89098,7424.83,2849.1,664,31424,2,0.4897,13.5,Married,Mortgaged,1,8620.0,2782,7171,Good,Bad,Approved
28,Male,Sales Executive,Full-time,High School,26990,2249.17,727.18,351,4075,0,0.3233,2.0,Married,Owned,0,830.0,509,1694,None,Bad,Rejected
74,Female,Retired,Unemployed,Bachelor,38379,3198.25,1306.02,684,10347,5,0.8465,0.0,Married,Owned,4,8004.0,6248,3869,Bad,Good,Rejected
67,Male,Retired,Unemployed,Bachelor,28154,2346.17,780.28,670,8110,0,0.3326,0.0,Married,Rented,1,2532.0,1401,3665,None,Bad,Rejected
57,Male,Accountant,Full-time,Bachelor,68043,5670.25,2888.12,674,13159,2,0.6218,8.8,Single,Mortgaged,0,11549.0,5640,12662,Good,Good,Approved
23,Female,Student,Part-time,High School,9729,810.75,567.57,617,2085,0,0.7001,0.0,Single,Rented,1,3612.0,2339,385,Bad,Good,Rejected
71,Female,Retired,Unemployed,Bachelor,33103,2758.58,1356.23,682,17370,0,0.4916,0.0,Single,With Parents,0,17914.0,11267,538,None,Good,Approved
53,Female,Teacher,Full-time,Master,108466,9038.83,3155.13,697,33031,0,0.3491,25.2,Divorced,With Parents,0,12607.0,4103,13052,Good,Good,Approved
48,Female,Accountant,Self-employed,High School,26032,2169.33,750.72,814,9886,1,0.4943,13.4,Widowed,Rented,0,7692.0,3275,5362,Good,Good,Approved
67,Male,Retired,Unemployed,Bachelor,27569,2297.42,838.37,596,10707,0,0.3649,0.0,Single,Mortgaged,3,2635.0,1204,5246,Bad,None,Rejected
28,Female,Manager,Self-employed,Bachelor,87564,7297.0,3203.96,607,15482,1,0.4786,2.8,Married,With Parents,0,53014.0,21464,8076,None,Good,Approved
54,Male,Teacher,Full-time,Master,122244,10187.0,3897.73,574,82349,0,0.3826,17.9,Single,Mortgaged,0,69088.0,24522,18655,Bad,Bad,Approved
55,Female,Software Engineer,Full-time,High School,79075,6589.58,2890.13,673,60844,1,0.4664,14.8,Divorced,Rented,0,7313.0,4529,9576,None,None,Approved
52,Female,Self-Employed,Full-time,PhD,89974,7497.83,2204.62,725,25595,1,0.321,12.5,Married,Mortgaged,0,3138.0,943,9975,Good,Good,Approved
44,Female,Teacher,Full-time,Bachelor,57901,4825.08,2610.61,690,17722,1,0.6179,9.4,Married,Owned,0,7242.0,3800,13049,None,Good,Approved
34,Female,Sales Executive,Full-time,PhD,99595,8299.58,3891.52,595,58283,1,0.5132,1.8,Married,Rented,2,861.0,499,13718,None,None,Rejected
52,Male,Software Engineer,Full-time,Master,126690,10557.5,3431.84,596,19815,0,0.3251,16.3,Married,Owned,4,11764.0,4401,13832,None,Good,Approved
66,Female,Retired,Unemployed,High School,34603,2883.58,1347.36,551,25437,0,0.4673,0.0,Married,Owned,0,14316.0,10194,1492,Bad,Bad,Rejected
63,Male,Student,Contract,High School,12196,1016.33,739.17,828,2249,0,0.7273,17.2,Single,Mortgaged,1,1365.0,702,1210,Good,Good,Approved
36,Female,Accountant,Full-time,High School,37631,3135.92,951.62,781,23046,3,0.6717,,Single,Rented,3,3299.0,1765,207,Good,Good,Approved
24,Male,Student,Contract,Bachelor,10804,900.33,812.38,412,2000,1,1.3211,0.5,Single,Owned,0,1782.0,634,443,Bad,None,Rejected
72,Female,Self-Employed,Full-time,High School,37602,3133.5,1302.01,557,12268,1,0.5096,28.5,Divorced,Rented,0,2670.0,1465,3186,None,Bad,Rejected
57,Female,Sales Executive,Full-time,High School,32522,2710.17,935.08,732,6458,2,0.4814,18.2,Married,With Parents,3,1970.0,881,5323,None,Good,Approved
74,Male,Retired,Unemployed,Bachelor,21108,1759.0,506.42,736,11660,3,0.7398,0.0,Married,Mortgaged,2,4587.0,3543,539,Good,Good,Approved
41,Male,Accountant,Full-time,High School,37262,3105.17,1227.21,788,24462,1,0.5019,6.5,Divorced,Owned,0,2205.0,1618,307,Good,Good,Approved
34,Female,Manager,Full-time,High School,59911,4992.58,2034.87,300,22921,1,0.4853,2.2,Single,With Parents,0,8583.0,2969,4743,None,Bad,Rejected
51,Male,Accountant,Full-time,Bachelor,54302,4525.17,2084.22,499,9016,2,0.5671,0.8,Single,Rented,0,4404.0,3350,2738,None,Bad,Rejected
75,Male,Retired,Unemployed,High School,34910,2909.17,1573.81,416,9335,2,0.779,0.0,Divorced,Rented,0,3686.0,1440,13,Bad,Good,Rejected
68,Male,Self-Employed,Full-time,Bachelor,57527,4793.92,1824.01,743,22464,1,0.4474,24.2,Married,Rented,2,6449.0,4929,4246,Good,Good,Approved
38,Male,Accountant,Full-time,Bachelor,70938,5911.5,2197.96,447,17397,1,0.4005,1.8,Married,Mortgaged,1,860.0,475,4269,None,Bad,Rejected
27,Female,Teacher,Full-time,Bachelor,61465,5122.08,1848.96,706,13156,1,0.4175,2.9,Married,Mortgaged,1,6478.0,2470,1381,None,None,Approved
30,Female,Manager,Full-time,Master,141626,11802.17,5878.39,728,71836,0,0.4981,2.5,Married,Owned,0,30014.0,20386,7218,Good,Good,Approved
27,Male,Accountant,Full-time,Bachelor,62683,5223.58,1550.86,658,43524,2,0.4198,0.5,Single,Rented,0,22837.0,8692,11604,Good,Good,Approved
53,Male,Manager,Contract,Bachelor,67392,5616.0,1983.26,702,47481,1,0.407,18.5,Married,Rented,0,6018.0,3217,15041,None,Good,Approved
43,Male,Sales Executive,Full-time,Bachelor,72897,6074.75,2839.89,528,15978,0,0.4675,9.9,Married,Rented,2,10524.0,4557,5776,None,None,Rejected
41,Male,Software Engineer,Self-employed,Master,147711,12309.25,3135.27,544,19573,0,0.2547,6.5,Divorced,Rented,1,40753.0,13619,20586,None,Bad,Rejected
39,Male,Software Engineer,Full-time,Master,112302,9358.5,3152.08,563,77002,2,0.3694,12.8,Divorced,Rented,0,14219.0,6041,14608,Good,None,Approved
68,Male,Retired,Unemployed,Master,30851,2570.92,1137.46,578,24668,1,0.5086,0.0,Married,Rented,0,972.0,669,1943,None,Bad,Rejected
39,Male,Student,Full-time,Bachelor,12232,1019.33,790.67,643,4452,0,0.7757,1.6,Married,Owned,2,257.0,0,501,Good,Good,Approved
56,Female,Student,Full-time,High School,11311,942.58,759.25,544,4224,0,0.8055,17.5,Single,Rented,1,2087.0,1364,1004,None,Bad,Rejected
49,Male,Manager,Full-time,High School,67566,5630.5,1586.72,630,53270,1,0.344,11.8,Single,Mortgaged,0,4430.0,1694,7784,Good,Bad,Rejected
38,Female,Manager,Self-employed,High School,52799,4399.92,2338.43,566,19901,0,0.5315,1.5,Married,Rented,0,21502.0,13861,4637,Good,Bad,Rejected
22,Female,Sales Executive,Self-employed,Master,90438,7536.5,1984.27,435,27194,0,0.2633,0.3,Single,With Parents,0,30512.0,20098,8802,None,None,Rejected
21,Female,Teacher,Part-time,Bachelor,67509,5625.75,2671.8,739,34211,1,0.5212,0.1,Single,Owned,2,1190.0,937,5888,Good,Good,Approved
67,Female,Retired,Unemployed,Bachelor,28928,2410.67,654.32,819,17516,1,0.3608,0.0,Married,Rented,1,4564.0,3625,2207,Good,Good,Approved
25,Female,Sales Executive,Part-time,Bachelor,57439,4786.58,1867.67,477,5970,3,0.4859,1.5,Single,Rented,2,2489.0,1893,255,Bad,Bad,Rejected
40,Female,Sales Executive,Full-time,Master,117804,9817.0,2970.85,396,21010,0,0.3026,12.0,Married,Owned,2,10119.0,4616,9402,Bad,Bad,Rejected
31,Female,Accountant,Full-time,High School,41626,3468.83,1014.04,737,5992,0,0.2923,6.8,Married,Owned,4,532.0,345,4848,Good,Good,Approved
62,Female,Student,Full-time,High School,13782,1148.5,933.96,300,3647,0,0.8132,34.2,Single,Mortgaged,0,2198.0,1643,307,Bad,None,Rejected
22,Female,Nurse,Full-time,Bachelor,78973,6581.08,2663.0,566,59126,0,0.4046,0.5,Single,Rented,0,3793.0,1810,8195,Bad,Bad,Rejected
23,Female,Teacher,Full-time,Bachelor,65670,5472.5,1587.11,737,32322,0,0.29,0.6,Married,Rented,1,3191.0,1174,4069,Good,None,Approved
43,Male,Nurse,Full-time,Bachelor,61379,5114.92,2781.59,666,9159,1,0.6019,1.6,Single,Rented,0,23269.0,7522,1344,Good,None,Approved
75,Male,Retired,Unemployed,Master,23426,1952.17,639.0,587,17599,0,0.3273,0.0,Married,Mortgaged,2,1784.0,1258,1559,None,Good,Approved
32,Male,Student,Full-time,High School,10733,894.42,674.45,622,2072,3,1.7249,7.7,Widowed,Rented,2,638.0,341,1591,None,Good,Rejected
40,Female,Teacher,Full-time,Bachelor,55113,4592.75,1828.73,793,39574,0,0.3982,2.3,Married,Mortgaged,1,4251.0,1644,6990,Good,Good,Approved
25,Female,Manager,Part-time,Bachelor,82870,6905.83,3292.73,568,49718,1,0.5218,1.0,Single,Owned,0,18207.0,7432,447,None,Bad,Rejected
57,Female,Software Engineer,Full-time,High School,67695,5641.25,2292.21,559,36924,4,0.6087,33.5,Married,Rented,0,2670.0,1382,1060,None,Bad,Rejected
58,Female,Manager,Full-time,Master,130766,10897.17,3658.12,780,66794,0,0.3357,13.8,Married,Owned,0,24764.0,13851,23608,Good,Good,Approved
50,Male,Self-Employed,Full-time,Bachelor,73641,6136.75,1991.49,583,14124,0,0.3245,14.0,Married,Mortgaged,2,58922.0,40512,8187,Bad,Bad,Rejected
29,Male,,Full-time,Bachelor,53577,4464.75,2132.72,608,24141,1,0.5339,5.7,Single,Rented,0,11940.0,5145,4592,Bad,Good,Approved
54,Female,Self-Employed,Self-employed,Master,99303,8275.25,2362.35,587,23602,1,0.3334,5.7,Married,Rented,0,483.0,0,3640,Good,Bad,Rejected
73,Female,Retired,Unemployed,Bachelor,32804,2733.67,986.83,805,16410,1,0.4557,0.0,Married,Owned,0,1333.0,804,4616,Good,Good,Approved
64,Other,Software Engineer,Full-time,High School,62521,5210.08,1539.29,705,25829,0,0.2954,9.5,Married,Rented,4,13242.0,6312,3013,Good,Bad,Approved
55,Male,Software Engineer,Full-time,Bachelor,112067,9338.92,3057.49,662,64525,1,0.345,,Widowed,Owned,1,32140.0,17308,26145,Good,Good,Approved
72,Female,Retired,Unemployed,Bachelor,31678,2639.83,780.87,347,12477,1,0.3885,0.0,Married,Rented,3,2669.0,2078,1566,None,None,Rejected
42,Female,Nurse,Full-time,High School,28360,2363.33,1219.55,636,10002,0,0.516,10.9,Married,Mortgaged,2,5232.0,3514,1328,Good,None,Approved
64,Female,Nurse,Full-time,High School,46506,3875.5,1819.82,716,24727,4,0.8182,34.1,Married,Mortgaged,1,3978.0,2749,11097,Bad,Good,Approved
44,Female,Software Engineer,Full-time,Bachelor,84802,7066.83,2955.9,562,59792,1,0.4582,17.1,Single,Owned,0,11114.0,7871,16704,None,None,Approved
37,Female,Self-Employed,Full-time,Bachelor,74334,6194.5,1965.69,434,6134,1,0.3623,12.9,Divorced,With Parents,0,12390.0,6062,2489,Bad,Bad,Rejected
30,Male,Manager,Full-time,High School,68290,5690.83,2293.79,742,45083,2,0.5229,3.8,Single,Mortgaged,1,2799.0,1329,11223,Good,Good,Approved
50,Female,Self-Employed,Full-time,Bachelor,53065,4422.08,1796.47,419,7100,1,0.4579,14.1,Single,Rented,2,6217.0,3363,4962,Bad,Bad,Rejected
66,Female,Retired,Unemployed,Master,28751,2395.92,1023.35,656,13748,0,0.4271,0.0,Married,Rented,0,2381.0,1709,4862,Good,Good,Approved
43,Female,Teacher,Full-time,High School,39771,3314.25,888.3,642,31580,1,0.3395,7.5,Married,Mortgaged,0,3025.0,1589,1084,Good,Good,Approved
52,Female,Student,Full-time,High School,9777,814.75,665.13,693,7712,2,1.2821,4.6,Married,Rented,1,747.0,437,933,Good,Good,Rejected
37,Male,Student,Full-time,Bachelor,12179,1014.92,712.93,668,3910,1,1.0882,5.2,Single,Rented,0,574.0,296,807,None,Bad,Rejected
70,Male,Sales Executive,Full-time,High School,40211,3350.92,1086.59,429,3864,4,0.6757,4.9,Divorced,Rented,1,710.0,339,2231,Bad,Good,Rejected
71,Other,,Unemployed,Bachelor,32440,2703.33,760.17,789,24548,0,0.2812,0.0,Married,Owned,0,3025.0,1046,47,Good,Good,Approved
37,Female,Accountant,Full-time,High School,32915,2742.92,1319.03,728,23878,0,0.4809,5.4,Single,Mortgaged,0,7295.0,3308,8323,Good,Good,Approved
34,Female,Self-Employed,Contract,Bachelor,80057,6671.42,2308.56,753,42528,1,0.4023,8.4,Married,Rented,0,4735.0,2852,4680,Good,Good,Approved
29,Male,Student,Full-time,Bachelor,14349,1195.75,1085.86,707,2000,1,1.1205,1.9,Single,Rented,1,1817.0,657,3485,Good,None,Rejected
60,Female,Software Engineer,Full-time,Bachelor,98437,8203.08,3694.16,603,61611,0,0.4503,4.7,Married,Owned,1,33600.0,21169,18038,Good,None,Approved
22,Female,Student,Full-time,Master,10813,901.08,788.48,371,2000,2,1.2435,0.5,Single,Owned,0,476.0,0,763,Bad,Bad,Rejected
65,Female,Sales Executive,Full-time,Master,74261,6188.42,2797.97,706,56446,0,0.4521,25.0,Divorced,Rented,2,16821.0,5327,12857,Bad,Good,Approved
45,Male,Teacher,Part-time,Bachelor,68681,5723.42,2095.19,624,27787,0,0.3661,7.6,Married,Rented,0,6553.0,4782,870,Bad,Good,Approved
59,Female,Student,Full-time,Bachelor,14636,1219.67,1127.4,510,3882,3,1.6408,3.4,Married,Mortgaged,0,2588.0,1340,310,Bad,Bad,Rejected
29,Female,Nurse,Full-time,High School,34227,2852.25,997.64,643,10157,0,0.3498,6.8,Single,Owned,1,10151.0,3354,4981,Good,Good,Approved
74,Male,Retired,Unemployed,Bachelor,24391,2032.58,1084.31,640,10550,3,1.1182,0.0,Married,Owned,0,2411.0,1220,800,None,None,Rejected
42,Female,Nurse,Full-time,High School,39330,3277.5,832.73,585,24708,0,0.2541,13.2,Single,Rented,1,3586.0,1467,766,None,Bad,Rejected
63,Female,Teacher,Full-time,Master,92355,7696.25,2730.05,665,41043,0,0.3547,29.5,Married,Rented,3,4391.0,2782,1580,Good,Good,Approved
66,Female,Retired,Unemployed,Bachelor,30166,2513.83,728.08,642,20906,2,0.5325,0.0,Single,Owned,1,2790.0,2014,6265,None,None,Rejected
24,Female,Student,Part-time,Bachelor,11054,921.17,832.61,682,6622,2,1.5637,1.3,Single,Owned,1,3346.0,1989,2290,Good,None,Rejected
46,Male,Self-Employed,Full-time,High School,33058,2754.83,1447.69,609,5095,0,0.5255,7.8,Married,Mortgaged,1,4368.0,2545,5751,None,Bad,Rejected
49,Male,Teacher,Full-time,Bachelor,59832,4986.0,2409.87,395,15699,0,0.4833,24.9,Single,Owned,0,1495.0,477,6586,None,Bad,Rejected
65,Male,Software Engineer,Full-time,Master,128985,10748.75,5836.41,723,68209,1,0.5754,10.8,Married,Mortgaged,0,,9657,28897,Good,Good,Approved
54,Male,Sales Executive,Full-time,Bachelor,61690,5140.83,1618.84,612,22617,0,0.3149,28.1,Married,Rented,0,506.0,154,2888,Bad,None,Approved
43,Female,Student,Full-time,Master,13066,1088.83,903.92,606,4258,2,1.2758,4.3,Married,Rented,3,1602.0,1033,2341,None,Good,Rejected
57,Male,Manager,Full-time,High School,54407,4533.92,2261.12,552,7835,0,0.4987,15.6,Married,Owned,0,4342.0,2596,5463,Bad,Bad,Rejected
31,Female,Teacher,Full-time,Bachelor,69850,5820.83,1524.78,492,14399,2,0.3956,5.0,Single,Mortgaged,1,,4185,953,Bad,Bad,Rejected
26,Female,Teacher,Full-time,Master,99501,8291.75,4549.43,555,33394,0,0.5487,2.9,Married,Owned,3,302.0,0,396,Bad,Bad,Rejected
38,Female,Sales Executive,Full-time,Bachelor,68232,5686.0,2448.81,648,52248,1,0.4668,15.9,Single,Rented,2,1017.0,384,8043,None,Good,Approved
41,Female,Teacher,Full-time,PhD,130818,10901.5,5926.96,740,74817,2,0.6002,11.1,Married,Owned,3,69233.0,26332,8561,Good,Good,Approved
62,Female,Software Engineer,Full-time,High School,60305,5025.42,1806.76,583,25451,0,0.3595,8.7,Widowed,Mortgaged,1,6348.0,3558,9148,Bad,Bad,Rejected
56,Female,Manager,Self-employed,High School,66233,5519.42,2138.26,455,20804,2,0.4644,21.1,Single,Mortgaged,0,19418.0,15524,4951,Bad,Bad,Rejected
61,Male,Nurse,Part-time,Master,93150,7762.5,3692.69,734,60094,0,0.4757,29.2,Married,Rented,2,74582.0,46229,21977,Good,Good,Approved
58,Male,Student,Full-time,High School,10542,878.5,666.13,700,4599,0,0.7583,22.9,Married,Owned,0,5425.0,2111,1285,Good,Good,Approved
54,Female,Self-Employed,Full-time,PhD,82103,6841.92,3618.97,701,12564,0,0.5289,23.1,Single,Mortgaged,0,35181.0,12360,12131,Good,None,Approved
37,Female,Sales Executive,Full-time,PhD,85792,7149.33,3647.78,306,27727,2,0.5823,0.6,Single,Mortgaged,2,15887.0,6319,6241,Bad,Good,Rejected
57,Female,Accountant,Full-time,High School,23406,1950.5,498.28,608,3819,0,0.2555,5.8,Divorced,Rented,1,8471.0,6079,4602,Good,Good,Approved
45,Female,Self-Employed,Full-time,Bachelor,69154,5762.83,1662.98,765,47941,1,0.3556,8.9,Married,Mortgaged,2,2941.0,1943,11033,Good,Good,Approved
58,Female,Teacher,Self-employed,High School,33294,2774.5,1106.55,610,11117,1,0.4821,32.7,Widowed,Rented,3,1841.0,1196,2160,Good,None,Approved
32,Male,Software Engineer,Full-time,Bachelor,96242,8020.17,3114.12,487,26311,0,0.3883,3.5,Married,Owned,2,25182.0,10882,6034,None,Bad,Rejected
43,Other,Student,Full-time,High School,11675,972.92,702.86,708,7218,0,0.7224,0.6,Single,Owned,0,1440.0,513,1642,Good,None,Approved
73,Female,Software Engineer,Full-time,High School,70671,5889.25,2611.63,518,4404,0,0.4435,3.9,Divorced,Rented,1,18283.0,10795,4223,Bad,None,Rejected
62,Male,Sales Executive,Full-time,Bachelor,70956,5913.0,2571.63,347,13099,0,0.4349,6.5,Divorced,Rented,2,16429.0,7531,5143,None,Bad,Rejected
42,Female,Student,Full-time,Bachelor,12077,1006.42,840.96,484,3157,0,0.8356,0.7,Married,Owned,4,2447.0,1404,561,Good,Good,Rejected
41,Male,Software Engineer,Full-time,PhD,147249,12270.75,3885.68,626,102146,2,0.3652,1.5,Married,Owned,0,20169.0,15585,10243,None,Bad,Rejected
47,Female,Software Engineer,Full-time,Master,122580,10215.0,3004.0,419,36923,2,0.3423,23.6,Married,Rented,0,7880.0,5897,2586,Bad,Bad,Rejected
51,Female,Software Engineer,Full-time,Bachelor,114832,9569.33,4037.69,775,83517,0,0.4219,10.1,Single,Owned,2,15490.0,11184,24174,Good,Good,Approved
26,Male,Sales Executive,Part-time,Bachelor,45455,3787.92,2057.76,478,3588,1,0.5934,2.6,Single,Owned,0,5216.0,1874,7439,Bad,Bad,Rejected
47,Female,Accountant,Self-employed,Master,80947,6745.58,2165.87,609,12164,0,0.3211,17.3,Married,Mortgaged,1,12587.0,6427,9806,Good,Bad,Approved
60,Female,Sales Executive,Full-time,Bachelor,73436,6119.67,2182.28,338,22011,1,0.4042,34.5,Widowed,Owned,0,22042.0,10943,6766,Bad,Bad,Rejected
54,Male,Manager,Full-time,Bachelor,104956,8746.33,2859.8,488,19887,4,0.4204,1.4,Married,Owned,0,5178.0,1980,2458,None,Bad,Rejected
32,Male,Nurse,Full-time,PhD,122369,10197.42,3364.52,761,53492,0,0.3299,1.3,Married,Rented,2,12111.0,7937,19828,Good,Good,Approved
65,Female,Self-Employed,Full-time,Bachelor,63204,5267.0,1955.41,691,33057,1,0.4269,34.1,Married,Mortgaged,0,19006.0,6053,5638,Good,None,Approved
73,Male,Retired,Unemployed,Bachelor,35818,2984.83,1374.68,607,28301,2,0.7242,0.0,Married,Rented,1,837.0,635,3647,Bad,Good,Rejected
27,Male,Teacher,Full-time,Master,92400,7700.0,2014.64,772,13584,1,0.2837,2.9,Divorced,Owned,0,6407.0,4633,13656,Good,Good,Approved
30,Male,Self-Employed,Self-employed,Master,90415,7534.58,4047.1,682,15933,0,0.5371,5.4,Married,Mortgaged,0,8010.0,6253,21079,Good,Good,Approved
65,Male,Software Engineer,Full-time,Bachelor,113977,9498.08,2506.39,723,77563,0,0.2639,21.0,Married,Rented,0,990.0,631,18524,Good,Good,Approved
37,Female,,Full-time,High School,37496,3124.67,1607.26,771,4288,0,0.5144,12.8,Married,Rented,2,3041.0,2412,3643,Good,Good,Approved
46,Female,Nurse,Contract,Bachelor,74163,6180.25,3203.31,539,15400,0,0.5183,9.8,Married,Rented,0,11549.0,5200,2807,Bad,Good,Rejected
41,Male,Sales Executive,Part-time,High School,40549,3379.08,1376.46,414,13013,1,0.5188,2.5,Widowed,Rented,1,9822.0,6881,1516,Bad,Bad,Rejected
48,Female,Nurse,Full-time,Bachelor,61368,5114.0,1488.68,393,7262,0,0.2911,16.9,Married,Rented,1,890.0,544,3793,Good,Bad,Rejected
66,Male,Teacher,Full-time,High School,44280,3690.0,1548.12,585,10224,2,0.5421,13.1,Married,Mortgaged,1,2743.0,1473,138,Good,Bad,Rejected
22,Female,Student,Part-time,Master,7568,630.67,576.71,645,2400,0,0.9144,0.0,Single,Rented,1,667.0,273,729,None,None,Rejected
74,Female,Retired,Unemployed,High School,19685,1640.42,681.21,786,4035,0,0.4153,0.0,Married,Mortgaged,0,3153.0,2255,3001,Good,Good,Approved
63,Male,Software Engineer,Self-employed,High School,58367,4863.92,1815.28,441,16780,1,0.441,32.6,Married,Rented,0,2341.0,1407,6019,Bad,None,Rejected
21,Female,Self-Employed,Full-time,Bachelor,60872,5072.67,2543.88,703,14615,0,0.5015,0.1,Single,Owned,1,3736.0,1267,5524,None,Good,Approved
71,Female,Retired,Unemployed,Bachelor,29523,2460.25,1339.08,705,7640,1,0.6722,0.0,Divorced,Rented,0,2604.0,1244,4697,None,Good,Approved
73,Male,Retired,Unemployed,High School,25104,2092.0,927.87,672,12613,0,0.4435,0.0,Divorced,Owned,2,11568.0,7541,4641,None,None,Approved
56,Male,Software Engineer,Full-time,Bachelor,94830,7902.5,4048.58,615,73696,0,0.5123,28.1,Married,Owned,2,5634.0,2824,14200,None,None,Approved
71,Male,Self-Employed,Part-time,Bachelor,62999,5249.92,2255.47,615,46601,0,0.4296,,Married,Mortgaged,0,26867.0,18931,3642,Good,None,Approved
46,Female,Manager,Full-time,High School,78040,6503.33,2971.61,702,55029,0,0.4569,,Married,Rented,1,20349.0,10797,10890,None,None,Approved
49,Female,Manager,Full-time,High School,52755,4396.25,2006.67,698,24881,3,0.5795,21.3,Divorced,Owned,3,11840.0,5623,1907,Bad,Bad,Rejected
41,Female,Self-Employed,Full-time,Master,67278,5606.5,2587.04,765,20750,0,0.4614,8.8,Single,Rented,0,1312.0,1037,17951,Good,Good,Approved
31,Female,Manager,Contract,Bachelor,105106,8758.83,3033.22,468,31218,2,0.3885,7.1,Single,Owned,2,1665.0,1125,5011,Bad,Bad,Rejected
60,Female,Software Engineer,Full-time,High School,58038,4836.5,2044.38,522,10815,0,0.4227,25.9,Married,Mortgaged,0,21396.0,10008,4569,None,Bad,Rejected
31,Female,Nurse,Full-time,Master,88762,7396.83,3167.62,680,57210,1,0.4675,5.2,Married,Owned,1,8046.0,5043,492,None,Good,Approved
56,Female,Sales Executive,Full-time,PhD,103853,8654.42,2981.63,582,11562,1,0.384,9.7,Married,Rented,2,18659.0,14842,16732,Bad,Bad,Rejected
